Time,Actual,Predicted
0,0.9997441907610622,
1,0.999785047717333,
2,0.999822352380809,
3,0.9998561046189445,
4,0.9998863043118164,
5,0.9999129513521228,
6,0.9999360456451858,
7,0.9999555871089498,
8,0.9999715756739828,
9,0.9999840112834768,
10,0.9999928938932471,
11,0.999998223471734,
12,1.0,
13,0.999998223471734,
14,0.9999928938932474,
15,0.9999840112834768,
16,0.9999715756739831,
17,0.9999555871089498,
18,0.9999360456451858,
19,0.9999129513521228,
20,0.9998863043118164,
21,0.9998561046189448,
22,0.9998223523808092,
23,0.9997850477173333,
24,0.9997441907610624,
25,0.999699781657164,
26,0.9996518205634259,
27,0.9996003076502566,
28,0.9995452431006844,
29,0.9994866271103572,
30,0.99942445988754,
31,0.9993587416531171,
32,0.9992894726405892,
33,0.9992166530960728,
34,0.9991402832782997,
35,0.9990603634586166,
36,0.9989768939209828,
37,0.99888987496197,
38,0.9987993068907621,
39,0.9987051900291523,
40,0.9986075247115432,
41,0.9985063112849452,
42,0.9984015501089752,
43,0.9982932415558557,
44,0.9981813860104128,
45,0.9980659838700762,
46,0.9979470355448755,
47,0.9978245414574416,
48,0.9976985020430024,
49,0.997568917749383,
50,0.997435789037004,
51,0.9972991163788792,
52,0.997158900260614,
53,0.9970151411804047,
54,0.9968678396490351,
55,0.9967169961898757,
56,0.9965626113388822,
57,0.9964046856445925,
58,0.9962432196681257,
59,0.9960782139831792,
60,0.995909669176028,
61,0.9957375858455212,
62,0.9955619646030803,
63,0.9953828060726975,
64,0.9952001108909337,
65,0.9950138797069148,
66,0.9948241131823307,
67,0.9946308119914326,
68,0.9944339768210307,
69,0.9942336083704916,
70,0.9940297073517356,
71,0.9938222744892343,
72,0.9936113105200087,
73,0.9933968161936257,
74,0.9931787922721954,
75,0.9929572395303696,
76,0.9927321587553376,
77,0.992503550746824,
78,0.992271416317086,
79,0.9920357562909105,
80,0.9917965715056104,
81,0.9915538628110236,
82,0.9913076310695068,
83,0.9910578771559362,
84,0.9908046019577011,
85,0.9905478063747029,
86,0.9902874913193503,
87,0.990023657716558,
