date,1,2,3,OT
2023-01-01 00:00:00,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.06279051952931337,0.0,0.06279051952931337
2023-01-01 02:00:00,0.0,0.12533323356430426,0.0,0.12533323356430426
2023-01-01 03:00:00,0.0,0.18738131458572463,0.0,0.18738131458572463
2023-01-01 04:00:00,0.0,0.2486898871648548,0.0,0.2486898871648548
2023-01-01 05:00:00,0.0,0.3090169943749474,0.0,0.3090169943749474
2023-01-01 06:00:00,0.0,0.368124552684678,0.0,0.368124552684678
2023-01-01 07:00:00,0.0,0.4257792915650727,0.0,0.4257792915650727
2023-01-01 08:00:00,0.0,0.4817536741017153,0.0,0.4817536741017153
2023-01-01 09:00:00,0.0,0.5358267949789967,0.0,0.5358267949789967
2023-01-01 10:00:00,0.0,0.5877852522924731,0.0,0.5877852522924731
2023-01-01 11:00:00,0.0,0.6374239897486897,0.0,0.6374239897486897
2023-01-01 12:00:00,0.0,0.6845471059286887,0.0,0.6845471059286887
2023-01-01 13:00:00,0.0,0.7289686274214116,0.0,0.7289686274214116
2023-01-01 14:00:00,0.0,0.7705132427757893,0.0,0.7705132427757893
2023-01-01 15:00:00,0.0,0.8090169943749475,0.0,0.8090169943749475
2023-01-01 16:00:00,0.0,0.8443279255020151,0.0,0.8443279255020151
2023-01-01 17:00:00,0.0,0.8763066800438637,0.0,0.8763066800438637
2023-01-01 18:00:00,0.0,0.9048270524660196,0.0,0.9048270524660196
2023-01-01 19:00:00,0.0,0.9297764858882515,0.0,0.9297764858882515
2023-01-01 20:00:00,0.0,0.9510565162951535,0.0,0.9510565162951535
2023-01-01 21:00:00,0.0,0.9685831611286311,0.0,0.9685831611286311
2023-01-01 22:00:00,0.0,0.9822872507286887,0.0,0.9822872507286887
2023-01-01 23:00:00,0.0,0.9921147013144779,0.0,0.9921147013144779
2023-01-02 00:00:00,0.0,0.9980267284282716,0.0,0.9980267284282716
2023-01-02 01:00:00,0.0,1.0,0.0,1.0
2023-01-02 02:00:00,0.0,0.9980267284282716,0.0,0.9980267284282716
2023-01-02 03:00:00,0.0,0.9921147013144778,0.0,0.9921147013144778
2023-01-02 04:00:00,0.0,0.9822872507286886,0.0,0.9822872507286886
2023-01-02 05:00:00,0.0,0.9685831611286311,0.0,0.9685831611286311
2023-01-02 06:00:00,0.0,0.9510565162951535,0.0,0.9510565162951535
2023-01-02 07:00:00,0.0,0.9297764858882513,0.0,0.9297764858882513
2023-01-02 08:00:00,0.0,0.9048270524660195,0.0,0.9048270524660195
2023-01-02 09:00:00,0.0,0.8763066800438635,0.0,0.8763066800438635
2023-01-02 10:00:00,0.0,0.844327925502015,0.0,0.844327925502015
2023-01-02 11:00:00,0.0,0.8090169943749475,0.0,0.8090169943749475
2023-01-02 12:00:00,0.0,0.7705132427757893,0.0,0.7705132427757893
2023-01-02 13:00:00,0.0,0.7289686274214114,0.0,0.7289686274214114
2023-01-02 14:00:00,0.0,0.6845471059286885,0.0,0.6845471059286885
2023-01-02 15:00:00,0.0,0.6374239897486895,0.0,0.6374239897486895
2023-01-02 16:00:00,0.0,0.5877852522924732,0.0,0.5877852522924732
2023-01-02 17:00:00,0.0,0.5358267949789967,0.0,0.5358267949789967
2023-01-02 18:00:00,0.0,0.4817536741017152,0.0,0.4817536741017152
2023-01-02 19:00:00,0.0,0.4257792915650725,0.0,0.4257792915650725
2023-01-02 20:00:00,0.0,0.36812455268467775,0.0,0.36812455268467775
2023-01-02 21:00:00,0.0,0.3090169943749471,0.0,0.3090169943749471
2023-01-02 22:00:00,0.0,0.24868988716485482,0.0,0.24868988716485482
2023-01-02 23:00:00,0.0,0.18738131458572457,0.0,0.18738131458572457
2023-01-03 00:00:00,0.0,0.1253332335643041,0.0,0.1253332335643041
2023-01-03 01:00:00,0.0,0.06279051952931314,0.0,0.06279051952931314
2023-01-03 02:00:00,-3.216245299353273e-16,0.0,0.0,-3.216245299353273e-16
2023-01-03 03:00:00,-0.06279051952931335,0.0,0.0,-0.06279051952931335
2023-01-03 04:00:00,-0.12533323356430429,0.0,0.0,-0.12533323356430429
2023-01-03 05:00:00,-0.18738131458572477,0.0,0.0,-0.18738131458572477
2023-01-03 06:00:00,-0.24868988716485502,0.0,0.0,-0.24868988716485502
2023-01-03 07:00:00,-0.30901699437494773,0.0,0.0,-0.30901699437494773
