date,1,2,3,OT
2023-01-01 00:00:00,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.006283143965558951,0.0,0.006283143965558951
2023-01-01 02:00:00,0.0,0.012566039883352607,0.0,0.012566039883352607
2023-01-01 03:00:00,0.0,0.018848439715408175,0.0,0.018848439715408175
2023-01-01 04:00:00,0.0,0.02513009544333748,0.0,0.02513009544333748
2023-01-01 05:00:00,0.0,0.03141075907812829,0.0,0.03141075907812829
2023-01-01 06:00:00,0.0,0.03769018266993454,0.0,0.03769018266993454
2023-01-01 07:00:00,0.0,0.04396811831786491,0.0,0.04396811831786491
2023-01-01 08:00:00,0.0,0.050244318179769556,0.0,0.050244318179769556
2023-01-01 09:00:00,0.0,0.05651853448202453,0.0,0.05651853448202453
2023-01-01 10:00:00,0.0,0.06279051952931337,0.0,0.06279051952931337
2023-01-01 11:00:00,0.0,0.0690600257144058,0.0,0.0690600257144058
2023-01-01 12:00:00,0.0,0.07532680552793272,0.0,0.07532680552793272
2023-01-01 13:00:00,0.0,0.08159061156815754,0.0,0.08159061156815754
2023-01-01 14:00:00,0.0,0.08785119655074318,0.0,0.08785119655074318
2023-01-01 15:00:00,0.0,0.09410831331851433,0.0,0.09410831331851433
2023-01-01 16:00:00,0.0,0.1003617148512149,0.0,0.1003617148512149
2023-01-01 17:00:00,0.0,0.10661115427525991,0.0,0.10661115427525991
2023-01-01 18:00:00,0.0,0.11285638487348168,0.0,0.11285638487348168
2023-01-01 19:00:00,0.0,0.11909716009486974,0.0,0.11909716009486974
2023-01-01 20:00:00,0.0,0.12533323356430426,0.0,0.12533323356430426
2023-01-01 21:00:00,0.0,0.1315643590922825,0.0,0.1315643590922825
2023-01-01 22:00:00,0.0,0.13779029068463808,0.0,0.13779029068463808
2023-01-01 23:00:00,0.0,0.14401078255225216,0.0,0.14401078255225216
2023-01-02 00:00:00,0.0,0.15022558912075706,0.0,0.15022558912075706
2023-01-02 01:00:00,0.0,0.15643446504023087,0.0,0.15643446504023087
2023-01-02 02:00:00,0.0,0.16263716519488358,0.0,0.16263716519488358
2023-01-02 03:00:00,0.0,0.1688334447127339,0.0,0.1688334447127339
2023-01-02 04:00:00,0.0,0.17502305897527606,0.0,0.17502305897527606
2023-01-02 05:00:00,0.0,0.18120576362713736,0.0,0.18120576362713736
2023-01-02 06:00:00,0.0,0.18738131458572463,0.0,0.18738131458572463
2023-01-02 07:00:00,0.0,0.19354946805086026,0.0,0.19354946805086026
2023-01-02 08:00:00,0.0,0.19970998051440703,0.0,0.19970998051440703
2023-01-02 09:00:00,0.0,0.20586260876988133,0.0,0.20586260876988133
2023-01-02 10:00:00,0.0,0.21200710992205463,0.0,0.21200710992205463
2023-01-02 11:00:00,0.0,0.21814324139654254,0.0,0.21814324139654254
2023-01-02 12:00:00,0.0,0.22427076094938117,0.0,0.22427076094938117
2023-01-02 13:00:00,0.0,0.23038942667659057,0.0,0.23038942667659057
2023-01-02 14:00:00,0.0,0.2364989970237247,0.0,0.2364989970237247
2023-01-02 15:00:00,0.0,0.24259923079540743,0.0,0.24259923079540743
2023-01-02 16:00:00,0.0,0.2486898871648548,0.0,0.2486898871648548
2023-01-02 17:00:00,0.0,0.25477072568338216,0.0,0.25477072568338216
2023-01-02 18:00:00,0.0,0.26084150628989694,0.0,0.26084150628989694
2023-01-02 19:00:00,0.0,0.26690198932037557,0.0,0.26690198932037557
2023-01-02 20:00:00,0.0,0.2729519355173252,0.0,0.2729519355173252
2023-01-02 21:00:00,0.0,0.2789911060392293,0.0,0.2789911060392293
2023-01-02 22:00:00,0.0,0.2850192624699761,0.0,0.2850192624699761
2023-01-02 23:00:00,0.0,0.2910361668282718,0.0,0.2910361668282718
2023-01-03 00:00:00,0.0,0.2970415815770349,0.0,0.2970415815770349
2023-01-03 01:00:00,0.0,0.30303526963277394,0.0,0.30303526963277394
2023-01-03 02:00:00,0.0,0.3090169943749474,0.0,0.3090169943749474
2023-01-03 03:00:00,0.0,0.3149865196553048,0.0,0.3149865196553048
2023-01-03 04:00:00,0.0,0.3209436098072095,0.0,0.3209436098072095
2023-01-03 05:00:00,0.0,0.32688802965494246,0.0,0.32688802965494246
2023-01-03 06:00:00,0.0,0.3328195445229867,0.0,0.3328195445229867
2023-01-03 07:00:00,0.0,0.3387379202452914,0.0,0.3387379202452914
2023-01-03 08:00:00,0.0,0.34464292317451706,0.0,0.34464292317451706
2023-01-03 09:00:00,0.0,0.350534320191259,0.0,0.350534320191259
2023-01-03 10:00:00,0.0,0.35641187871325075,0.0,0.35641187871325075
2023-01-03 11:00:00,0.0,0.3622753667045457,0.0,0.3622753667045457
2023-01-03 12:00:00,0.0,0.368124552684678,0.0,0.368124552684678
2023-01-03 13:00:00,0.0,0.37395920573780045,0.0,0.37395920573780045
2023-01-03 14:00:00,0.0,0.3797790955218011,0.0,0.3797790955218011
2023-01-03 15:00:00,0.0,0.38558399227739654,0.0,0.38558399227739654
2023-01-03 16:00:00,0.0,0.3913736668372024,0.0,0.3913736668372024
2023-01-03 17:00:00,0.0,0.3971478906347806,0.0,0.3971478906347806
2023-01-03 18:00:00,0.0,0.40290643571366264,0.0,0.40290643571366264
2023-01-03 19:00:00,0.0,0.40864907473634904,0.0,0.40864907473634904
2023-01-03 20:00:00,0.0,0.41437558099328414,0.0,0.41437558099328414
2023-01-03 21:00:00,0.0,0.42008572841180625,0.0,0.42008572841180625
2023-01-03 22:00:00,0.0,0.42577929156507266,0.0,0.42577929156507266
2023-01-03 23:00:00,0.0,0.43145604568095897,0.0,0.43145604568095897
2023-01-04 00:00:00,0.0,0.4371157666509329,0.0,0.4371157666509329
2023-01-04 01:00:00,0.0,0.4427582310389015,0.0,0.4427582310389015
2023-01-04 02:00:00,0.0,0.44838321609003223,0.0,0.44838321609003223
2023-01-04 03:00:00,0.0,0.4539904997395468,0.0,0.4539904997395468
2023-01-04 04:00:00,0.0,0.45957986062148787,0.0,0.45957986062148787
2023-01-04 05:00:00,0.0,0.46515107807745837,0.0,0.46515107807745837
2023-01-04 06:00:00,0.0,0.4707039321653326,0.0,0.4707039321653326
2023-01-04 07:00:00,0.0,0.4762382036679391,0.0,0.4762382036679391
2023-01-04 08:00:00,0.0,0.4817536741017153,0.0,0.4817536741017153
2023-01-04 09:00:00,0.0,0.4872501257253323,0.0,0.4872501257253323
2023-01-04 10:00:00,0.0,0.49272734154829156,0.0,0.49272734154829156
2023-01-04 11:00:00,0.0,0.4981851053394908,0.0,0.4981851053394908
2023-01-04 12:00:00,0.0,0.5036232016357608,0.0,0.5036232016357608
