date,signal,target
01-01-2023 00:00,0.0,0
01-01-2023 00:01,0.10452846326765346,0
01-01-2023 00:02,0.20791169081775931,0
01-01-2023 00:03,0.3090169943749474,0
01-01-2023 00:04,0.40673664307580015,0
01-01-2023 00:05,0.8052219472112403,1
01-01-2023 00:06,0.5877852522924731,0
01-01-2023 00:07,0.6691306063588581,0
01-01-2023 00:08,0.7431448254773941,0
01-01-2023 00:09,0.8090169943749475,0
01-01-2023 00:10,0.8660254037844386,0
01-01-2023 00:11,0.9135454576426009,0
01-01-2023 00:12,0.9510565162951535,0
01-01-2023 00:13,0.9781476007338056,0
01-01-2023 00:14,0.9945218953682733,0
01-01-2023 00:15,0.49892435570966986,1
01-01-2023 00:16,0.9945218953682734,0
01-01-2023 00:17,0.9781476007338057,0
01-01-2023 00:18,0.9510565162951536,0
01-01-2023 00:19,0.913545457642601,0
01-01-2023 00:20,0.8660254037844387,0
01-01-2023 00:21,0.8090169943749475,0
01-01-2023 00:22,0.7431448254773945,0
01-01-2023 00:23,0.6691306063588583,0
01-01-2023 00:24,0.5877852522924732,0
01-01-2023 00:25,0.6724133229012789,1
01-01-2023 00:26,0.40673664307580043,0
01-01-2023 00:27,0.3090169943749475,0
01-01-2023 00:28,0.20791169081775973,0
01-01-2023 00:29,0.10452846326765373,0
01-01-2023 00:30,1.2246467991473532e-16,0
01-01-2023 00:31,-0.10452846326765305,0
01-01-2023 00:32,-0.20791169081775907,0
01-01-2023 00:33,-0.3090169943749473,0
01-01-2023 00:34,-0.4067366430757998,0
01-01-2023 00:35,-0.11716474281355221,1
01-01-2023 00:36,-0.587785252292473,0
01-01-2023 00:37,-0.6691306063588579,0
01-01-2023 00:38,-0.743144825477394,0
01-01-2023 00:39,-0.8090169943749473,0
01-01-2023 00:40,-0.8660254037844385,0
01-01-2023 00:41,-0.9135454576426005,0
01-01-2023 00:42,-0.9510565162951535,0
01-01-2023 00:43,-0.9781476007338056,0
01-01-2023 00:44,-0.9945218953682733,0
01-01-2023 00:45,-0.4204844471050968,1
01-01-2023 00:46,-0.9945218953682734,0
01-01-2023 00:47,-0.9781476007338058,0
01-01-2023 00:48,-0.9510565162951536,0
01-01-2023 00:49,-0.9135454576426011,0
01-01-2023 00:50,-0.866025403784439,0
01-01-2023 00:51,-0.8090169943749476,0
01-01-2023 00:52,-0.7431448254773946,0
01-01-2023 00:53,-0.6691306063588588,0
01-01-2023 00:54,-0.5877852522924734,0
01-01-2023 00:55,0.11898676336811809,1
01-01-2023 00:56,-0.40673664307580093,0
01-01-2023 00:57,-0.3090169943749477,0
01-01-2023 00:58,-0.20791169081775987,0
01-01-2023 00:59,-0.1045284632676543,0
01-01-2023 01:00,-2.4492935982947064e-16,0
01-01-2023 01:01,0.10452846326765293,0
01-01-2023 01:02,0.2079116908177585,0
01-01-2023 01:03,0.3090169943749472,0
01-01-2023 01:04,0.4067366430757997,0
01-01-2023 01:05,1.4612889804738738,1
01-01-2023 01:06,0.5877852522924729,0
01-01-2023 01:07,0.6691306063588578,0
01-01-2023 01:08,0.7431448254773937,0
01-01-2023 01:09,0.8090169943749472,0
01-01-2023 01:10,0.8660254037844384,0
01-01-2023 01:11,0.9135454576426005,0
01-01-2023 01:12,0.9510565162951535,0
01-01-2023 01:13,0.9781476007338055,0
01-01-2023 01:14,0.9945218953682733,0
01-01-2023 01:15,0.6910519731276528,1
01-01-2023 01:16,0.9945218953682734,0
01-01-2023 01:17,0.9781476007338058,0
01-01-2023 01:18,0.9510565162951536,0
01-01-2023 01:19,0.9135454576426015,0
01-01-2023 01:20,0.8660254037844392,0
01-01-2023 01:21,0.8090169943749476,0
01-01-2023 01:22,0.7431448254773952,0
01-01-2023 01:23,0.6691306063588589,0
01-01-2023 01:24,0.5877852522924734,0
01-01-2023 01:25,0.3652997238617912,1
01-01-2023 01:26,0.40673664307580104,0
01-01-2023 01:27,0.3090169943749478,0
01-01-2023 01:28,0.20791169081776084,0
01-01-2023 01:29,0.10452846326765443,0
01-01-2023 01:30,3.6739403974420594e-16,0
01-01-2023 01:31,-0.10452846326765193,0
01-01-2023 01:32,-0.2079116908177584,0
01-01-2023 01:33,-0.30901699437494706,0
01-01-2023 01:34,-0.40673664307579876,0
01-01-2023 01:35,-1.2373764730562786,1
01-01-2023 01:36,-0.5877852522924728,0
01-01-2023 01:37,-0.669130606358857,0
01-01-2023 01:38,-0.7431448254773936,0
01-01-2023 01:39,-0.8090169943749472,0
01-01-2023 01:40,-0.8660254037844378,0
01-01-2023 01:41,-0.9135454576426005,0
01-01-2023 01:42,-0.9510565162951534,0
01-01-2023 01:43,-0.9781476007338054,0
01-01-2023 01:44,-0.9945218953682732,0
01-01-2023 01:45,-1.1225470842292888,1
01-01-2023 01:46,-0.9945218953682735,0
01-01-2023 01:47,-0.9781476007338058,0
01-01-2023 01:48,-0.9510565162951538,0
01-01-2023 01:49,-0.9135454576426015,0
01-01-2023 01:50,-0.8660254037844392,0
01-01-2023 01:51,-0.8090169943749477,0
01-01-2023 01:52,-0.7431448254773954,0
01-01-2023 01:53,-0.669130606358859,0
01-01-2023 01:54,-0.5877852522924735,0
01-01-2023 01:55,-1.0367889221536637,1
01-01-2023 01:56,-0.4067366430758012,0
01-01-2023 01:57,-0.3090169943749479,0
01-01-2023 01:58,-0.20791169081776098,0
01-01-2023 01:59,-0.10452846326765454,0
01-01-2023 02:00,-4.898587196589413e-16,0
01-01-2023 02:01,0.1045284632676518,0
01-01-2023 02:02,0.20791169081775826,0
01-01-2023 02:03,0.30901699437494695,0
01-01-2023 02:04,0.40673664307579865,0
01-01-2023 02:05,0.4228889255685661,1
01-01-2023 02:06,0.5877852522924727,0
01-01-2023 02:07,0.6691306063588569,0
01-01-2023 02:08,0.7431448254773935,0
01-01-2023 02:09,0.8090169943749471,0
01-01-2023 02:10,0.8660254037844378,0
01-01-2023 02:11,0.9135454576426004,0
01-01-2023 02:12,0.9510565162951534,0
01-01-2023 02:13,0.9781476007338052,0
01-01-2023 02:14,0.9945218953682732,0
01-01-2023 02:15,0.5427940496326746,1
01-01-2023 02:16,0.9945218953682735,0
01-01-2023 02:17,0.9781476007338059,0
01-01-2023 02:18,0.9510565162951538,0
01-01-2023 02:19,0.9135454576426016,0
01-01-2023 02:20,0.8660254037844393,0
01-01-2023 02:21,0.8090169943749478,0
01-01-2023 02:22,0.7431448254773955,0
01-01-2023 02:23,0.6691306063588591,0
01-01-2023 02:24,0.5877852522924736,0
01-01-2023 02:25,0.31209939540874054,1
01-01-2023 02:26,0.4067366430758013,0
01-01-2023 02:27,0.309016994374948,0
01-01-2023 02:28,0.2079116908177611,0
01-01-2023 02:29,0.10452846326765466,0
01-01-2023 02:30,6.123233995736766e-16,0
01-01-2023 02:31,-0.10452846326765168,0
01-01-2023 02:32,-0.20791169081775815,0
01-01-2023 02:33,-0.3090169943749451,0
01-01-2023 02:34,-0.40673664307579854,0
01-01-2023 02:35,-0.7591689831212938,1
01-01-2023 02:36,-0.5877852522924726,0
01-01-2023 02:37,-0.6691306063588581,0
01-01-2023 02:38,-0.7431448254773922,0
01-01-2023 02:39,-0.809016994374946,0
01-01-2023 02:40,-0.8660254037844377,0
01-01-2023 02:41,-0.9135454576426004,0
01-01-2023 02:42,-0.9510565162951534,0
01-01-2023 02:43,-0.9781476007338056,0
01-01-2023 02:44,-0.9945218953682731,0
01-01-2023 02:45,-0.2485356123348914,1
01-01-2023 02:46,-0.9945218953682735,0
01-01-2023 02:47,-0.9781476007338059,0
01-01-2023 02:48,-0.9510565162951538,0
01-01-2023 02:49,-0.913545457642601,0
01-01-2023 02:50,-0.8660254037844402,0
01-01-2023 02:51,-0.8090169943749489,0
01-01-2023 02:52,-0.7431448254773955,0
01-01-2023 02:53,-0.6691306063588591,0
01-01-2023 02:54,-0.5877852522924737,0
01-01-2023 02:55,-0.5128190853971567,1
01-01-2023 02:56,-0.40673664307580304,0
01-01-2023 02:57,-0.3090169943749498,0
01-01-2023 02:58,-0.2079116908177612,0
01-01-2023 02:59,-0.10452846326765479,0
01-01-2023 03:00,-7.347880794884119e-16,0
01-01-2023 03:01,0.10452846326765333,0
01-01-2023 03:02,0.2079116908177563,0
01-01-2023 03:03,0.309016994374945,0
01-01-2023 03:04,0.40673664307579843,0
01-01-2023 03:05,1.2590909278260651,1
01-01-2023 03:06,0.5877852522924725,0
01-01-2023 03:07,0.669130606358858,0
01-01-2023 03:08,0.7431448254773921,0
01-01-2023 03:09,0.8090169943749459,0
01-01-2023 03:10,0.8660254037844377,0
01-01-2023 03:11,0.9135454576426003,0
01-01-2023 03:12,0.9510565162951533,0
01-01-2023 03:13,0.9781476007338056,0
01-01-2023 03:14,0.994521895368273,0
01-01-2023 03:15,1.86204811787823,1
01-01-2023 03:16,0.9945218953682735,0
01-01-2023 03:17,0.9781476007338059,0
01-01-2023 03:18,0.9510565162951539,0
01-01-2023 03:19,0.913545457642601,0
01-01-2023 03:20,0.8660254037844403,0
01-01-2023 03:21,0.809016994374949,0
01-01-2023 03:22,0.7431448254773956,0
01-01-2023 03:23,0.6691306063588592,0
01-01-2023 03:24,0.5877852522924738,0
01-01-2023 03:25,1.291662483656939,1
01-01-2023 03:26,0.40673664307580315,0
01-01-2023 03:27,0.3090169943749499,0
01-01-2023 03:28,0.2079116908177613,0
01-01-2023 03:29,0.10452846326765491,0
01-01-2023 03:30,8.572527594031472e-16,0
01-01-2023 03:31,-0.10452846326765321,0
01-01-2023 03:32,-0.20791169081775618,0
01-01-2023 03:33,-0.3090169943749449,0
01-01-2023 03:34,-0.4067366430757983,0
01-01-2023 03:35,0.24824404493665847,1
01-01-2023 03:36,-0.5877852522924725,0
01-01-2023 03:37,-0.669130606358858,0
01-01-2023 03:38,-0.743144825477392,0
01-01-2023 03:39,-0.8090169943749459,0
01-01-2023 03:40,-0.8660254037844376,0
01-01-2023 03:41,-0.9135454576426003,0
01-01-2023 03:42,-0.9510565162951533,0
01-01-2023 03:43,-0.9781476007338056,0
01-01-2023 03:44,-0.994521895368273,0
01-01-2023 03:45,-0.5671287958795934,1
01-01-2023 03:46,-0.9945218953682735,0
01-01-2023 03:47,-0.9781476007338059,0
01-01-2023 03:48,-0.9510565162951539,0
01-01-2023 03:49,-0.913545457642601,0
01-01-2023 03:50,-0.8660254037844403,0
01-01-2023 03:51,-0.809016994374949,0
01-01-2023 03:52,-0.7431448254773957,0
01-01-2023 03:53,-0.6691306063588593,0
01-01-2023 03:54,-0.5877852522924739,0
01-01-2023 03:55,0.1840804630576084,1
01-01-2023 03:56,-0.40673664307580326,0
01-01-2023 03:57,-0.30901699437495006,0
01-01-2023 03:58,-0.20791169081776145,0
01-01-2023 03:59,-0.10452846326765503,0
01-01-2023 04:00,-9.797174393178826e-16,0
01-01-2023 04:01,0.10452846326765308,0
01-01-2023 04:02,0.20791169081775607,0
01-01-2023 04:03,0.3090169943749448,0
01-01-2023 04:04,0.4067366430757982,0
01-01-2023 04:05,0.4450022222610052,1
01-01-2023 04:06,0.5877852522924724,0
01-01-2023 04:07,0.6691306063588579,0
01-01-2023 04:08,0.743144825477392,0
01-01-2023 04:09,0.8090169943749458,0
01-01-2023 04:10,0.8660254037844375,0
01-01-2023 04:11,0.9135454576426002,0
01-01-2023 04:12,0.9510565162951533,0
01-01-2023 04:13,0.9781476007338056,0
01-01-2023 04:14,0.994521895368273,0
01-01-2023 04:15,1.7210299821873236,1
01-01-2023 04:16,0.9945218953682736,0
01-01-2023 04:17,0.978147600733806,0
01-01-2023 04:18,0.9510565162951539,0
01-01-2023 04:19,0.9135454576426025,0
01-01-2023 04:20,0.8660254037844404,0
01-01-2023 04:21,0.8090169943749491,0
01-01-2023 04:22,0.7431448254773958,0
01-01-2023 04:23,0.6691306063588595,0
01-01-2023 04:24,0.587785252292474,0
01-01-2023 04:25,0.38852518969437233,1
01-01-2023 04:26,0.4067366430758034,0
01-01-2023 04:27,0.30901699437495017,0
01-01-2023 04:28,0.20791169081776156,0
01-01-2023 04:29,0.10452846326765515,0
01-01-2023 04:30,1.102182119232618e-15,0
01-01-2023 04:31,-0.10452846326764943,0
01-01-2023 04:32,-0.20791169081775593,0
01-01-2023 04:33,-0.3090169943749447,0
01-01-2023 04:34,-0.4067366430757981,0
01-01-2023 04:35,-1.2639710197305263,1
01-01-2023 04:36,-0.5877852522924722,0
01-01-2023 04:37,-0.6691306063588551,0
01-01-2023 04:38,-0.7431448254773919,0
01-01-2023 04:39,-0.8090169943749457,0
01-01-2023 04:40,-0.8660254037844375,0
01-01-2023 04:41,-0.9135454576426002,0
01-01-2023 04:42,-0.9510565162951532,0
01-01-2023 04:43,-0.9781476007338048,0
01-01-2023 04:44,-0.994521895368273,0
01-01-2023 04:45,-1.6207104414428297,1
01-01-2023 04:46,-0.9945218953682736,0
01-01-2023 04:47,-0.978147600733806,0
01-01-2023 04:48,-0.951056516295154,0
01-01-2023 04:49,-0.9135454576426025,0
01-01-2023 04:50,-0.8660254037844404,0
01-01-2023 04:51,-0.8090169943749491,0
01-01-2023 04:52,-0.7431448254773958,0
01-01-2023 04:53,-0.6691306063588596,0
01-01-2023 04:54,-0.5877852522924741,0
01-01-2023 04:55,-0.8683968671240856,1
01-01-2023 04:56,-0.4067366430758035,0
01-01-2023 04:57,-0.3090169943749503,0
01-01-2023 04:58,-0.20791169081776167,0
01-01-2023 04:59,-0.10452846326765527,0
01-01-2023 05:00,-1.2246467991473533e-15,0
01-01-2023 05:01,0.10452846326764931,0
01-01-2023 05:02,0.20791169081775582,0
01-01-2023 05:03,0.30901699437494456,0
01-01-2023 05:04,0.406736643075798,0
01-01-2023 05:05,0.23169622202648105,1
01-01-2023 05:06,0.5877852522924693,0
01-01-2023 05:07,0.6691306063588551,0
